first_pokemon,second_pokemon,winner,did_first_win
284,722,284,1
111,220,220,0
609,9,9,0
769,454,454,0
362,313,362,1
148,122,148,1
547,711,711,0
472,602,472,1
88,102,88,1
265,572,572,0
306,687,687,0
360,309,309,0
709,570,570,0
662,119,662,1
427,571,427,1
210,592,592,0
577,746,746,0
719,534,534,0
205,71,71,0
559,503,503,0
361,197,361,1
242,131,131,0
558,460,558,1
37,776,37,1
263,392,263,1
168,120,168,1
600,320,600,1
215,567,567,0
660,700,700,0
278,386,278,1
204,554,554,0
552,198,552,1
363,159,159,0
568,566,568,1
684,631,631,0
27,15,27,1
725,61,61,0
459,278,278,0
111,602,602,0
127,171,127,1
582,755,582,1
344,252,344,1
239,614,614,0
214,455,214,1
240,209,209,0
315,1,1,0
766,534,766,1
286,587,587,0
237,91,91,0
345,246,246,0
197,538,538,0
108,7,7,0
315,513,513,0
24,319,24,1
263,576,263,1
338,409,409,0
485,417,417,0
512,145,145,0
133,350,350,0
126,229,229,0
247,159,159,0
688,77,77,0
81,123,123,0
213,403,213,1
252,621,252,1
173,539,539,0
376,779,376,1
536,422,422,0
292,73,73,0
162,305,162,1
447,652,447,1
538,585,538,1
572,303,572,1
98,130,130,0
489,662,662,0
77,524,524,0
129,729,729,0
275,282,275,1
582,721,582,1
620,759,759,0
103,620,103,1
636,79,79,0
756,204,204,0
575,676,575,1
728,54,728,1
767,131,131,0
715,612,715,1
426,30,426,1
745,234,234,0
247,601,247,1
278,422,422,0
97,215,97,1
233,557,233,1
622,333,622,1
342,246,342,1
387,384,384,0
515,573,573,0
545,350,350,0
68,137,137,0
613,418,613,1
759,537,537,0
218,296,296,0
49,542,542,0
411,205,205,0
483,770,483,1
289,291,291,0
768,82,768,1
679,454,679,1
361,298,361,1
649,208,649,1
344,702,702,0
17,336,336,0
659,193,193,0
340,58,340,1
159,389,159,1
270,276,276,0
482,710,710,0
415,595,415,1
29,114,29,1
585,143,143,0
97,576,576,0
617,470,617,1
692,733,692,1
123,180,123,1
186,424,424,0
267,746,746,0
195,246,246,0
351,23,23,0
651,617,651,1
268,297,268,1
713,52,713,1
201,692,692,0
787,60,787,1
75,701,701,0
79,552,552,0
122,545,545,0
663,489,663,1
138,281,138,1
340,789,340,1
42,560,560,0
29,49,29,1
81,252,252,0
311,744,311,1
220,41,41,0
572,656,572,1
688,772,772,0
605,135,135,0
325,241,325,1
152,645,645,0
11,263,263,0
203,442,442,0
467,207,467,1
5,209,209,0
620,589,589,0
152,73,152,1
408,55,55,0
483,293,483,1
218,285,285,0
156,460,460,0
179,447,179,1
577,412,412,0
681,525,525,0
210,88,88,0
210,239,239,0
249,525,249,1
79,677,677,0
510,535,535,0
493,331,493,1
369,746,746,0
148,423,423,0
696,704,704,0
742,755,742,1
187,683,187,1
168,253,253,0
202,19,19,0
44,92,44,1
297,334,334,0
389,749,749,0
129,459,129,1
370,51,370,1
699,73,699,1
178,724,724,0
114,581,581,0
77,396,77,1
216,214,214,0
520,606,606,0
773,5,773,1
395,43,43,0
686,396,686,1
632,219,219,0
102,555,102,1
755,551,551,0
313,614,614,0
693,685,685,0
245,106,245,1
259,630,259,1
599,630,630,0
38,591,591,0
565,137,137,0
633,718,633,1
599,387,387,0
734,50,50,0
377,532,532,0
151,73,151,1
519,738,519,1
351,518,518,0
701,652,701,1
788,499,788,1
143,627,143,1
797,637,797,1
647,232,232,0
172,564,172,1
305,233,233,0
230,598,230,1
223,752,223,1
438,139,139,0
434,429,429,0
340,776,340,1
668,15,668,1
389,205,205,0
741,331,741,1
789,742,742,0
274,778,274,1
402,201,402,1
430,788,430,1
523,731,731,0
140,689,689,0
120,545,545,0
89,439,89,1
416,535,535,0
320,635,635,0
608,729,608,1
719,676,676,0
259,605,259,1
432,207,432,1
265,166,166,0
294,764,764,0
196,115,115,0
461,136,136,0
377,648,648,0
278,733,278,1
481,573,481,1
289,337,337,0
145,239,145,1
16,74,16,1
640,447,640,1
616,15,616,1
788,514,514,0
151,604,604,0
323,403,403,0
735,557,557,0
209,342,342,0
285,779,779,0
57,603,57,1
630,23,23,0
522,577,522,1
175,194,175,1
193,714,714,0
362,747,747,0
539,196,539,1
280,74,280,1
458,125,125,0
171,653,171,1
158,38,158,1
72,715,72,1
258,135,135,0
25,454,25,1
68,107,68,1
253,277,253,1
87,513,513,0
619,773,773,0
401,457,401,1
282,483,483,0
679,256,679,1
378,415,415,0
186,444,444,0
610,359,610,1
390,449,449,0
538,648,648,0
87,531,531,0
792,560,792,1
15,283,283,0
438,224,438,1
44,788,44,1
387,220,387,1
205,780,205,1
254,565,254,1
251,587,587,0
133,387,133,1
131,169,131,1
67,161,67,1
491,686,686,0
330,305,305,0
724,145,724,1
69,149,149,0
45,324,324,0
171,480,480,0
219,488,219,1
366,636,366,1
77,109,77,1
297,225,225,0
209,591,209,1
687,649,649,0
554,22,554,1
338,786,786,0
136,602,136,1
576,752,752,0
707,458,707,1
652,532,652,1
116,259,259,0
98,101,101,0
652,387,387,0
289,18,18,0
717,754,717,1
310,430,430,0
401,771,401,1
271,686,271,1
271,743,271,1
653,469,469,0
356,425,425,0
203,123,123,0
443,92,443,1
209,445,209,1
266,585,266,1
358,591,358,1
616,597,616,1
139,371,139,1
330,704,704,0
337,488,337,1
502,539,539,0
309,23,23,0
424,124,124,0
568,538,538,0
216,263,263,0
438,744,438,1
313,27,313,1
118,190,118,1
627,372,372,0
143,128,128,0
318,194,194,0
283,7,7,0
798,454,454,0
330,457,330,1
37,652,37,1
567,97,567,1
146,333,146,1
527,753,527,1
358,454,358,1
387,392,392,0
467,61,467,1
671,319,319,0
600,327,327,0
684,361,361,0
178,565,565,0
786,97,786,1
309,34,34,0
586,356,586,1
575,541,541,0
725,91,725,1
395,606,606,0
594,145,145,0
431,87,431,1
73,54,54,0
445,133,133,0
517,721,721,0
242,137,137,0
249,31,249,1
319,678,319,1
573,210,210,0
84,366,84,1
656,157,157,0
127,1,127,1
174,454,454,0
241,455,455,0
732,292,732,1
524,774,524,1
182,190,182,1
392,660,660,0
100,495,495,0
592,586,586,0
293,418,418,0
238,494,494,0
522,301,301,0
650,40,40,0
722,725,725,0
499,260,499,1
764,662,764,1
616,188,616,1
74,205,205,0
111,243,243,0
339,4,339,1
265,578,265,1
381,349,349,0
201,209,201,1
563,496,563,1
667,53,53,0
426,546,426,1
214,233,214,1
487,369,369,0
437,677,677,0
591,688,688,0
577,500,500,0
137,280,280,0
94,345,345,0
374,501,501,0
537,605,537,1
481,309,481,1
692,711,711,0
4,3,3,0
396,672,672,0
228,678,228,1
719,73,719,1
656,212,212,0
396,514,514,0
577,706,706,0
289,439,439,0
422,798,798,0
283,251,283,1
162,626,162,1
282,524,524,0
758,769,758,1
254,229,254,1
539,15,539,1
536,50,536,1
696,467,467,0
623,508,623,1
673,131,131,0
162,267,162,1
649,572,649,1
561,366,366,0
160,424,424,0
780,168,168,0
604,67,67,0
487,285,285,0
670,130,130,0
431,499,499,0
528,252,528,1
338,218,338,1
126,260,260,0
143,566,143,1
683,88,683,1
274,29,274,1
39,220,39,1
418,569,418,1
643,401,643,1
222,610,610,0
37,297,37,1
213,2,213,1
707,204,707,1
286,428,428,0
708,248,248,0
549,649,649,0
595,9,9,0
540,422,540,1
390,489,489,0
558,527,527,0
729,670,670,0
54,51,51,0
511,407,511,1
442,525,442,1
134,780,134,1
701,703,703,0
486,36,36,0
515,81,515,1
340,763,340,1
778,713,713,0
47,28,28,0
620,255,620,1
93,733,93,1
412,754,412,1
379,212,212,0
277,592,592,0
465,698,465,1
709,38,709,1
352,271,271,0
417,99,99,0
656,756,756,0
199,476,476,0
39,559,39,1
543,522,522,0
197,278,278,0
709,89,709,1
242,728,242,1
359,289,359,1
21,400,21,1
614,250,614,1
674,74,674,1
759,171,171,0
625,763,763,0
770,295,770,1
757,413,413,0
746,765,765,0
76,695,76,1
276,53,276,1
414,612,612,0
120,695,695,0
416,162,162,0
696,265,265,0
186,44,44,0
77,570,570,0
97,688,688,0
24,276,276,0
63,81,63,1
610,276,276,0
203,332,332,0
60,569,569,0
686,258,258,0
787,108,108,0
788,61,61,0
217,313,313,0
445,482,482,0
44,356,44,1
783,557,557,0
737,147,147,0
591,402,591,1
324,299,299,0
123,600,600,0
75,225,75,1
97,718,718,0
400,27,27,0
113,51,51,0
620,371,371,0
42,289,42,1
284,704,704,0
357,718,718,0
679,325,679,1
113,237,113,1
125,388,388,0
279,112,279,1
740,212,212,0
784,537,537,0
475,768,475,1
388,19,19,0
178,327,327,0
254,100,100,0
198,135,135,0
92,57,57,0
19,357,19,1
466,663,663,0
294,716,716,0
620,146,146,0
470,372,372,0
581,704,704,0
557,550,550,0
687,302,302,0
622,722,722,0
379,398,398,0
593,571,571,0
623,731,623,1
428,695,428,1
326,468,326,1
189,336,336,0
584,466,466,0
160,224,160,1
518,268,518,1
367,173,367,1
777,357,777,1
673,31,31,0
676,650,650,0
81,418,418,0
277,235,277,1
152,293,293,0
459,361,361,0
8,412,8,1
785,220,785,1
681,80,80,0
165,759,165,1
341,564,341,1
730,672,730,1
575,658,658,0
306,367,367,0
738,579,579,0
697,255,697,1
242,342,342,0
676,521,521,0
91,532,532,0
369,707,707,0
405,110,110,0
616,733,616,1
333,193,333,1
279,661,279,1
625,733,733,0
229,83,229,1
364,211,364,1
356,258,356,1
599,81,599,1
755,420,755,1
413,776,413,1
277,581,581,0
455,127,127,0
442,162,162,0
423,326,423,1
125,24,24,0
232,634,232,1
315,401,401,0
634,683,634,1
130,245,130,1
754,200,200,0
1,364,364,0
184,390,184,1
92,311,92,1
519,465,465,0
111,753,111,1
735,139,139,0
270,29,270,1
405,636,405,1
418,579,418,1
457,315,315,0
137,264,264,0
587,25,25,0
628,737,737,0
439,179,179,0
654,401,401,0
29,241,29,1
521,630,521,1
147,97,147,1
178,225,178,1
447,38,38,0
624,227,227,0
515,351,351,0
473,252,473,1
161,442,161,1
174,8,8,0
309,197,309,1
686,575,575,0
630,693,693,0
345,336,336,0
706,369,706,1
166,94,166,1
256,459,459,0
194,707,707,0
332,244,332,1
557,483,557,1
123,26,26,0
100,445,445,0
516,551,551,0
224,141,141,0
300,98,300,1
468,190,468,1
579,248,248,0
537,743,537,1
632,103,103,0
791,662,791,1
8,249,249,0
338,255,255,0
304,795,795,0
572,262,572,1
278,585,278,1
757,376,376,0
139,566,139,1
725,124,124,0
591,313,313,0
370,330,370,1
71,635,71,1
469,522,522,0
187,410,410,0
683,174,174,0
269,19,19,0
512,381,381,0
723,451,723,1
311,387,311,1
211,691,691,0
372,708,372,1
141,579,141,1
394,565,394,1
501,99,99,0
241,251,251,0
768,505,505,0
7,304,7,1
131,245,131,1
489,757,757,0
229,83,229,1
199,69,69,0
84,273,84,1
471,738,738,0
235,39,39,0
240,398,398,0
670,765,765,0
71,768,71,1
34,417,34,1
49,60,60,0
133,427,427,0
454,192,192,0
148,772,772,0
585,423,423,0
729,188,729,1
269,773,773,0
719,308,308,0
509,427,427,0
612,659,612,1
678,660,678,1
499,506,499,1
727,678,727,1
4,555,4,1
304,580,580,0
562,663,663,0
331,153,153,0
118,392,392,0
70,386,386,0
656,411,656,1
583,749,749,0
423,516,423,1
668,406,668,1
305,373,373,0
757,760,760,0
59,107,59,1
434,218,434,1
768,190,768,1
387,797,797,0
267,106,106,0
604,661,604,1
509,282,282,0
441,254,254,0
32,77,32,1
109,247,109,1
513,489,513,1
248,354,248,1
361,348,361,1
124,705,705,0
84,277,84,1
706,256,706,1
200,477,477,0
259,21,259,1
336,482,336,1
8,448,8,1
456,719,719,0
455,591,455,1
92,612,92,1
482,657,657,0
302,777,302,1
477,382,477,1
626,177,177,0
200,203,203,0
495,553,553,0
712,309,712,1
717,36,717,1
447,14,14,0
262,44,44,0
724,108,724,1
199,718,718,0
577,58,58,0
190,278,278,0
102,300,300,0
757,284,284,0
420,508,420,1
374,565,565,0
43,551,551,0
761,711,711,0
444,41,444,1
604,368,368,0
459,343,343,0
609,176,609,1
642,747,747,0
68,272,272,0
358,151,358,1
475,342,342,0
397,49,397,1
398,283,398,1
562,787,787,0
761,748,748,0
132,653,653,0
129,373,129,1
769,682,682,0
450,799,799,0
284,597,284,1
5,733,5,1
660,34,660,1
759,292,759,1
506,553,553,0
541,560,541,1
514,638,638,0
115,582,115,1
314,717,717,0
379,765,765,0
681,787,787,0
654,774,774,0
394,689,394,1
143,731,731,0
711,746,711,1
592,216,216,0
666,552,552,0
177,749,749,0
669,628,628,0
432,321,432,1
222,646,646,0
268,278,268,1
247,188,247,1
725,246,725,1
195,475,475,0
554,108,554,1
2,43,43,0
176,446,446,0
157,719,157,1
527,114,527,1
178,721,721,0
357,497,497,0
632,424,424,0
542,793,542,1
200,232,232,0
654,43,43,0
690,354,690,1
441,403,441,1
177,396,177,1
563,617,563,1
643,176,643,1
268,709,709,0
741,428,428,0
247,533,533,0
799,109,109,0
330,749,330,1
173,463,463,0
264,481,481,0
685,798,798,0
171,108,171,1
799,227,799,1
38,48,48,0
607,242,607,1
678,633,633,0
286,759,286,1
595,372,372,0
518,466,518,1
522,690,522,1
492,521,521,0
252,682,682,0
549,313,549,1
731,762,731,1
777,124,124,0
413,305,413,1
567,505,505,0
497,741,497,1
217,411,217,1
473,631,631,0
9,541,9,1
218,18,18,0
242,155,155,0
94,718,718,0
432,186,432,1
713,707,713,1
783,396,396,0
290,171,171,0
272,335,272,1
70,88,88,0
242,372,242,1
53,215,215,0
613,654,613,1
312,731,731,0
723,673,723,1
11,770,770,0
415,446,446,0
743,660,743,1
8,202,8,1
663,228,663,1
677,721,677,1
145,554,554,0
42,531,531,0
501,703,703,0
94,473,473,0
417,143,143,0
503,349,349,0
35,319,319,0
172,464,172,1
24,432,432,0
449,324,449,1
487,110,487,1
591,170,170,0
438,245,438,1
745,39,745,1
111,283,283,0
181,71,71,0
753,472,472,0
512,54,54,0
64,180,64,1
790,267,267,0
199,143,143,0
540,95,540,1
373,559,373,1
124,389,389,0
390,795,795,0
544,793,544,1
698,760,760,0
578,345,345,0
448,690,690,0
317,769,769,0
626,438,438,0
395,408,408,0
86,448,448,0
442,444,444,0
43,289,43,1
239,86,86,0
242,233,233,0
538,454,538,1
602,564,564,0
140,491,491,0
261,673,261,1
539,178,539,1
20,317,20,1
580,334,580,1
492,516,492,1
456,187,187,0
589,328,328,0
727,271,727,1
453,369,453,1
583,541,583,1
645,295,645,1
185,230,230,0
365,28,28,0
615,83,615,1
757,284,284,0
487,522,522,0
53,8,8,0
212,89,212,1
675,652,675,1
496,26,496,1
631,641,631,1
744,266,744,1
475,514,475,1
708,395,708,1
154,696,154,1
585,625,625,0
290,313,313,0
380,368,368,0
426,525,426,1
698,198,698,1
420,660,420,1
337,199,337,1
198,529,198,1
157,96,157,1
424,49,424,1
674,616,674,1
657,132,132,0
492,774,774,0
723,108,108,0
315,679,679,0
60,398,398,0
380,84,84,0
255,140,140,0
81,76,76,0
328,269,269,0
16,45,16,1
756,259,259,0
298,366,366,0
606,383,606,1
529,714,714,0
521,95,521,1
788,348,348,0
420,485,420,1
557,491,557,1
132,350,350,0
511,597,597,0
32,497,32,1
639,399,399,0
529,220,529,1
684,463,463,0
117,380,380,0
471,42,42,0
754,84,84,0
429,323,429,1
108,476,476,0
555,185,185,0
422,60,422,1
729,379,379,0
242,423,423,0
585,739,585,1
6,198,6,1
58,459,58,1
279,592,279,1
311,210,311,1
594,759,759,0
589,654,654,0
259,470,259,1
126,791,126,1
580,323,580,1
701,788,701,1
716,704,704,0
465,589,589,0
232,222,232,1
259,755,259,1
165,381,165,1
98,311,311,0
788,555,555,0
160,634,634,0
481,558,481,1
418,704,704,0
404,459,404,1
581,738,581,1
499,335,499,1
306,39,306,1
231,310,310,0
421,388,421,1
53,278,278,0
693,3,3,0
405,73,405,1
376,190,376,1
163,613,163,1
634,525,525,0
106,91,106,1
207,493,493,0
45,534,534,0
392,713,713,0
719,241,719,1
309,684,309,1
203,121,203,1
262,3,3,0
227,614,614,0
743,369,369,0
382,427,427,0
385,637,637,0
668,259,259,0
6,708,708,0
464,73,464,1
540,238,540,1
394,731,394,1
571,619,571,1
700,615,700,1
130,469,469,0
675,657,657,0
286,207,286,1
413,692,692,0
48,280,280,0
704,772,704,1
88,235,235,0
249,47,249,1
657,55,55,0
275,7,275,1
166,626,166,1
62,73,62,1
741,431,431,0
522,193,193,0
454,465,465,0
156,467,467,0
773,333,773,1
269,181,181,0
152,776,776,0
687,305,687,1
617,776,776,0
433,255,433,1
225,768,768,0
105,767,767,0
305,414,414,0
420,780,420,1
10,230,230,0
791,193,193,0
200,26,26,0
734,214,214,0
125,577,125,1
76,652,76,1
593,279,279,0
490,267,490,1
589,177,177,0
631,455,631,1
627,704,704,0
640,459,459,0
219,697,697,0
141,697,697,0
205,524,205,1
713,694,694,0
147,718,147,1
193,485,193,1
555,631,631,0
130,439,130,1
721,281,721,1
371,104,104,0
541,501,541,1
413,553,553,0
27,260,260,0
656,362,362,0
64,87,64,1
512,173,173,0
712,131,131,0
250,409,409,0
118,396,396,0
611,392,611,1
766,576,766,1
546,223,546,1
472,388,388,0
753,415,415,0
237,369,369,0
58,787,787,0
667,11,11,0
30,728,30,1
293,125,125,0
678,428,428,0
408,337,337,0
266,767,767,0
227,309,309,0
762,686,686,0
65,269,65,1
126,365,126,1
297,257,257,0
25,128,25,1
6,305,6,1
115,247,115,1
481,52,481,1
553,354,553,1
51,688,688,0
85,203,85,1
665,353,665,1
219,270,270,0
588,139,588,1
290,36,36,0
411,127,127,0
587,793,793,0
211,660,211,1
113,604,604,0
262,267,262,1
342,81,81,0
181,458,181,1
682,4,682,1
599,737,737,0
650,526,526,0
62,140,140,0
337,723,337,1
321,188,321,1
513,26,513,1
181,252,181,1
121,739,739,0
368,717,717,0
405,746,746,0
94,409,409,0
478,346,478,1
161,485,161,1
667,84,84,0
53,460,460,0
490,72,72,0
156,513,513,0
42,49,42,1
106,763,106,1
555,290,555,1
566,255,255,0
431,152,431,1
344,474,344,1
690,599,690,1
773,199,773,1
426,712,712,0
691,797,797,0
64,89,64,1
482,393,393,0
651,698,698,0
41,99,99,0
394,39,394,1
426,710,426,1
776,235,776,1
152,579,152,1
769,210,769,1
327,481,481,0
60,409,409,0
206,37,206,1
154,561,154,1
533,740,533,1
439,365,365,0
85,332,85,1
211,81,211,1
34,31,34,1
543,759,543,1
282,164,164,0
309,130,130,0
128,787,787,0
177,707,707,0
688,8,8,0
759,581,581,0
686,439,686,1
800,325,800,1
774,397,397,0
737,96,737,1
562,404,562,1
470,417,417,0
607,584,584,0
560,761,560,1
94,243,243,0
524,613,524,1
11,252,11,1
456,113,113,0
52,300,300,0
335,330,335,1
631,134,134,0
202,574,574,0
542,219,542,1
268,71,268,1
532,164,532,1
560,74,560,1
227,95,95,0
93,449,93,1
201,681,681,0
82,798,798,0
790,771,771,0
702,675,702,1
3,37,3,1
494,692,692,0
160,746,746,0
414,237,414,1
214,98,214,1
631,403,631,1
400,729,729,0
401,447,401,1
304,290,290,0
54,71,71,0
254,411,254,1
337,649,649,0
562,63,63,0
110,3,110,1
796,60,60,0
382,593,593,0
663,504,663,1
455,701,701,0
106,257,257,0
751,422,422,0
544,118,544,1
451,700,700,0
328,798,328,1
408,315,408,1
640,180,180,0
93,303,93,1
55,658,658,0
585,447,447,0
79,363,363,0
494,784,494,1
180,65,65,0
299,427,427,0
4,767,4,1
416,159,159,0
600,528,528,0
309,476,476,0
610,738,610,1
153,304,153,1
267,756,756,0
323,69,69,0
705,768,705,1
345,360,345,1
134,254,134,1
410,216,410,1
577,677,677,0
450,363,450,1
713,426,426,0
609,624,624,0
316,794,316,1
673,217,673,1
478,288,288,0
382,394,394,0
178,712,712,0
335,689,689,0
584,500,500,0
288,117,288,1
332,399,332,1
614,624,614,1
327,51,51,0
141,74,141,1
162,369,162,1
172,652,172,1
417,504,504,0
292,455,455,0
232,800,232,1
349,706,706,0
229,234,229,1
676,351,351,0
496,142,142,0
261,482,261,1
155,463,155,1
404,772,772,0
660,244,660,1
350,341,350,1
60,501,60,1
298,213,213,0
507,380,380,0
502,635,635,0
73,555,555,0
132,232,132,1
211,363,363,0
45,505,505,0
48,225,225,0
146,200,146,1
693,526,526,0
76,772,772,0
268,588,588,0
711,362,362,0
400,462,462,0
797,398,797,1
85,200,85,1
715,313,715,1
284,265,265,0
374,621,621,0
148,288,288,0
716,390,390,0
349,75,349,1
293,371,371,0
582,591,582,1
188,745,745,0
576,29,576,1
558,464,558,1
758,370,758,1
235,34,34,0
228,7,7,0
506,283,283,0
293,285,293,1
526,635,635,0
357,5,5,0
524,506,524,1
161,234,234,0
190,336,336,0
260,546,546,0
611,143,611,1
719,293,293,0
484,590,590,0
260,590,590,0
410,20,20,0
588,744,588,1
153,373,153,1
644,48,48,0
602,579,579,0
571,73,571,1
251,716,716,0
491,692,692,0
713,528,528,0
108,644,108,1
409,62,409,1
774,94,774,1
242,295,242,1
719,666,666,0
499,681,499,1
25,155,155,0
423,464,423,1
667,372,372,0
728,48,48,0
550,543,550,1
242,296,296,0
116,92,116,1
679,639,679,1
779,702,702,0
586,411,411,0
498,4,498,1
756,649,649,0
533,465,465,0
776,289,776,1
461,422,422,0
659,298,298,0
114,784,114,1
394,475,394,1
95,443,443,0
409,99,409,1
34,597,597,0
539,122,539,1
229,129,129,0
187,405,187,1
587,561,587,1
249,3,249,1
258,370,370,0
132,429,429,0
717,435,717,1
438,127,438,1
286,99,99,0
795,72,72,0
259,437,259,1
216,53,216,1
386,684,684,0
162,653,162,1
239,9,9,0
543,516,543,1
256,257,257,0
784,39,39,0
471,226,471,1
727,188,727,1
586,326,586,1
241,254,254,0
495,111,495,1
51,520,520,0
417,473,473,0
785,501,785,1
387,37,37,0
586,600,600,0
578,628,628,0
207,606,606,0
431,370,431,1
349,739,349,1
133,238,133,1
577,407,407,0
124,457,457,0
14,754,754,0
687,373,687,1
133,36,133,1
692,527,527,0
241,91,91,0
359,367,367,0
778,228,228,0
118,114,114,0
773,626,773,1
593,522,522,0
418,364,364,0
486,142,142,0
136,320,136,1
173,634,634,0
338,111,338,1
299,22,299,1
530,791,791,0
453,309,453,1
539,218,539,1
209,731,209,1
462,544,544,0
29,762,29,1
563,95,95,0
341,117,341,1
167,705,705,0
207,463,463,0
575,96,575,1
181,654,181,1
83,795,795,0
22,547,547,0
623,402,623,1
204,104,204,1
412,238,412,1
328,184,184,0
312,505,505,0
643,165,165,0
681,329,681,1
334,439,334,1
505,448,505,1
545,572,572,0
8,27,8,1
543,225,543,1
143,385,143,1
628,92,92,0
615,516,615,1
749,609,609,0
614,148,614,1
708,297,708,1
540,575,540,1
294,310,310,0
222,721,721,0
176,258,258,0
491,724,491,1
208,168,168,0
719,535,535,0
248,28,28,0
376,79,79,0
484,696,484,1
563,346,563,1
218,135,135,0
639,306,306,0
719,640,719,1
40,633,633,0
363,670,670,0
502,726,726,0
740,502,740,1
97,714,714,0
49,368,368,0
178,164,164,0
344,459,344,1
476,70,70,0
625,368,368,0
659,155,155,0
412,276,276,0
87,207,207,0
764,541,541,0
445,269,269,0
461,4,461,1
631,200,631,1
1,131,131,0
271,719,271,1
458,508,508,0
95,252,95,1
247,349,349,0
736,606,606,0
402,154,154,0
748,239,748,1
80,524,80,1
291,106,106,0
533,305,533,1
477,440,477,1
362,571,362,1
712,524,524,0
13,784,13,1
657,434,657,1
118,789,118,1
168,521,521,0
685,303,303,0
297,349,349,0
762,379,762,1
447,676,676,0
411,69,69,0
498,79,498,1
449,23,23,0
633,282,633,1
42,414,414,0
51,480,480,0
473,668,473,1
365,185,185,0
634,36,634,1
697,223,697,1
402,242,242,0
105,153,153,0
151,455,455,0
367,462,367,1
150,713,713,0
788,676,788,1
171,734,171,1
511,378,511,1
707,647,707,1
664,238,664,1
500,746,746,0
348,371,348,1
713,417,713,1
688,438,438,0
384,293,384,1
363,456,363,1
450,547,547,0
647,106,647,1
362,650,362,1
532,186,532,1
120,3,3,0
372,735,735,0
53,350,350,0
275,533,275,1
531,663,663,0
644,795,795,0
678,677,677,0
495,289,495,1
316,667,316,1
271,36,271,1
43,327,327,0
407,596,596,0
382,458,382,1
611,685,685,0
792,467,792,1
45,69,45,1
175,11,175,1
324,667,667,0
299,380,299,1
735,597,735,1
407,354,407,1
118,112,112,0
14,169,169,0
757,361,361,0
485,669,485,1
126,291,291,0
240,394,394,0
740,320,740,1
384,513,513,0
453,777,453,1
54,136,136,0
24,311,24,1
247,92,92,0
141,51,141,1
214,738,214,1
118,730,730,0
42,553,553,0
248,155,155,0
664,496,496,0
24,174,24,1
312,196,196,0
519,400,519,1
602,245,245,0
164,507,164,1
209,375,209,1
254,302,302,0
25,249,249,0
325,331,325,1
381,739,739,0
294,319,319,0
309,491,309,1
160,624,160,1
355,623,623,0
589,86,589,1
732,423,732,1
348,235,348,1
715,355,715,1
407,39,39,0
713,606,606,0
712,767,712,1
227,777,227,1
778,388,388,0
377,260,260,0
467,276,276,0
714,141,714,1
514,105,514,1
616,177,616,1
689,40,689,1
436,281,436,1
504,403,403,0
695,615,615,0
70,186,70,1
603,799,603,1
394,764,394,1
154,612,154,1
113,215,113,1
112,140,112,1
542,251,542,1
723,747,747,0
424,58,58,0
503,7,7,0
99,363,99,1
121,269,269,0
211,716,716,0
239,52,239,1
587,606,606,0
572,154,154,0
720,345,345,0
301,686,301,1
11,96,11,1
382,492,492,0
161,382,382,0
635,461,635,1
525,166,166,0
333,57,57,0
668,639,668,1
350,777,350,1
259,315,259,1
544,710,544,1
792,539,792,1
681,243,681,1
679,119,679,1
191,22,22,0
429,147,429,1
438,428,438,1
330,402,330,1
177,319,177,1
597,468,597,1
215,626,215,1
639,656,656,0
233,178,233,1
629,54,629,1
640,766,766,0
633,213,633,1
310,592,592,0
359,165,165,0
797,711,797,1
722,439,722,1
114,674,674,0
797,276,276,0
309,239,309,1
423,324,423,1
361,448,361,1
67,398,398,0
769,790,769,1
147,663,147,1
71,737,71,1
361,382,382,0
541,35,541,1
794,707,794,1
610,276,276,0
405,517,405,1
388,608,608,0
521,774,521,1
91,29,91,1
321,355,321,1
721,216,216,0
227,120,227,1
349,191,349,1
774,637,637,0
737,617,737,1
464,116,116,0
543,471,543,1
623,797,797,0
135,539,135,1
221,402,221,1
43,355,355,0
600,205,205,0
516,36,516,1
732,639,732,1
272,570,570,0
762,533,533,0
687,24,24,0
605,492,605,1
683,794,794,0
735,790,790,0
511,448,448,0
119,375,119,1
669,136,136,0
367,800,367,1
508,167,508,1
688,99,99,0
759,106,106,0
285,676,676,0
604,82,82,0
220,408,408,0
76,627,76,1
789,540,540,0
481,573,481,1
372,27,27,0
612,281,612,1
336,609,336,1
638,165,165,0
55,286,55,1
670,493,493,0
460,365,365,0
171,258,171,1
702,313,702,1
681,504,681,1
305,603,603,0
220,102,102,0
729,588,588,0
192,667,192,1
413,724,724,0
325,669,669,0
315,660,315,1
674,743,674,1
628,494,628,1
228,531,531,0
743,300,300,0
320,294,320,1
507,564,507,1
158,707,158,1
19,695,19,1
539,528,528,0
120,542,542,0
218,372,372,0
6,126,6,1
260,477,477,0
472,619,472,1
238,702,702,0
627,230,230,0
306,152,306,1
270,87,270,1
430,331,430,1
694,267,694,1
733,303,303,0
179,758,758,0
293,654,293,1
667,663,663,0
647,443,443,0
290,278,278,0
98,525,525,0
245,735,735,0
245,18,245,1
651,523,651,1
470,3,3,0
119,295,119,1
399,703,703,0
507,290,507,1
86,729,729,0
574,433,574,1
507,533,533,0
53,38,38,0
480,488,480,1
398,355,355,0
628,212,212,0
475,708,708,0
17,467,467,0
576,467,467,0
375,766,766,0
574,160,574,1
446,237,446,1
295,229,229,0
526,196,526,1
553,694,553,1
298,53,298,1
21,644,21,1
631,40,40,0
596,638,638,0
548,131,131,0
